Id,sentence,token,score
243,"De exemplu, poate ajuta la detectarea oboselii în timpul condusului sau poate sprijini aplicațiile pentru screening și instruire în domeniul medical.",condusului,0.1136363636363636
244,"Acum parcurgeau un pripor lin, oarecum ciudat, nici câmp, nici munte, nici podiș.
Munții, propriu-zis, nu apăruseră încă, dar se simțea umbra lor amenințătoare și se părea că tocmai această umbră, deși respingea orice legătură între podiș și lumea munților, îl împiedica să fie clasificat drept câmpie.",podiș,0.4423076923076923
245,Un exemplu legat de procesarea computațională a textului ar putea implica utilizarea datelor de urmărire oculară pentru a îmbunătăți aplicațiile de inteligență artificială care imită procesul de citire uman.,inteligență,0.2727272727272727
246,"Aceste date pot fi apoi utilizate pentru a studia procesarea limbajului uman dintr-o perspectivă psiholingvistică, precum și pentru a îmbunătăți și evalua procesarea computațională a limbajului dintr-o perspectivă de învățare automată.
",limbajului,0.2833333333333333
247,"Și astfel, Vântul de Nord a trebuit să recunoască faptul că Soarele era mai puternic.",trebuit,0.2045454545454545
248,"Au descoperit că ADN-ul antic se potrivea cel mai bine cu structura genetică a oamenilor care trăiesc în nordul Europei, în special în Suedia și Finlanda.",nordul,0.2272727272727272
249,Planeta gravitează în jurul a doi sori:,gravitează,0.4090909090909091
250,"De exemplu, putem compara comportamentul de citire între diferite limbi.",limbi,0.2
251,Urmărirea oculară este procesul de măsurare a punctului de privire – locul unde te uiți – și a mișcărilor ochilor între punctele fixe de privire.,locul,0.125
252,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",făcut,0.125
253,"”
Mai apoi articolul era nițeluș confuz.",articolul,0.1818181818181818
254,"În numai câțiva ani însă, cercetătorii s-au convins că orbita planetei suferă modificări cu totul neașteptate, de parcă ar fi fost stabilă, la fel de stabilă ca și orbitele planetelor sistemului nostru solar.
",sistemului,0.3409090909090909
255,"Urmărirea oculară este folosită, de asemenea, în gaming, marketing și interacțiunea om-calculator.
",gaming,0.2954545454545454
256,"Vom relata-o în amănunțime, cu îngrijire și cu cea mai mare băgare de seamă, dar oare, în adevăr, plăcerea sau plictiseala ce ne-o provoacă au atârnat vreodată de spațiul și de timpul pe care le-au cerut cu stăruință?",îngrijire,0.5
257,MultiplEYE este o Acțiune COST finanțată de Uniunea Europeană.,Acțiune,0.4090909090909091
258,"Prin urmare, povestitorul nu va sfârși cât ai bate din palme istoria lui Hans.",bate,0.2045454545454545
259,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",călătorie,0.25
260,"Această expediție a avut un caracter provizoriu, de recunoaștere numai, cu atât mai mult cu cât nu era prevăzută pentru descindere.",prevăzută,0.5
261,„Majoritatea acestor idei s-au dovedit a fi complet greșite.,idei,0.15
262,"În această dispută, care a atras în vâltoarea ei în numai câteva săptămâni cele mai mari autorități, doctrina lui Gamow-Shapley a început să se clatine pentru prima oară în decurs de opt decenii.",vâltoarea,0.8181818181818182
263,"Dar caracterul trecut al unei povestiri nu este cu atât mai profund, mai împlinit și mai legendar cu cât se desfășoară mai apropiat de „odinioară”?
",povestiri,0.1136363636363636
264,"Pe măsură ce creierul tău procesează conținutul textului, mișcările ochilor reflectă multe dintre procesele lingvistice și cognitive care au loc aproape în timp real.",ochilor,0.075
265,"De ce urmărirea oculară în timpul citirii prezintă interes pentru proiectul nostru?
",proiectul,0.25
266,"„Înainte să începem această lucrare, îmi făcusem câteva idei despre ce am putea descoperi”, a spus Carles Lalueza-Fox, care a condus studiul la Institutul de Biologie Evolutivă din Barcelona.",Biologie,0.175
267,"Vom relata-o în amănunțime, cu îngrijire și cu cea mai mare băgare de seamă, dar oare, în adevăr, plăcerea sau plictiseala ce ne-o provoacă au atârnat vreodată de spațiul și de timpul pe care le-au cerut cu stăruință?",amănunțime,0.6136363636363636
268,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",arătase,0.2954545454545454
269,"Aceste date pot fi apoi utilizate pentru a studia procesarea limbajului uman dintr-o perspectivă psiholingvistică, precum și pentru a îmbunătăți și evalua procesarea computațională a limbajului dintr-o perspectivă de învățare automată.
",date,0.3
270,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",rapsozi,0.7727272727272727
271,"O astfel de colectare extinsă a datelor reprezintă o provocare în ceea ce privește dezvoltarea și convenirea asupra designului experimental, complexității și tipurilor de texte care urmează să fie citite de către participanți.",reprezintă,0.2045454545454545
272,Ei s-au înțeles că cel care va reuși să-l determine pe călător să își scoată haina va fi recunoscut drept cel mai puternic.,înțeles,0.1590909090909091
273,"Dacă însă biologii vedeau în acea sferă lichidă o formă primitivă de viață ― ceva în genul unei colonii uriașe sau ceva asemănător cu o gigantică și unică celulă degenerată în creșterea ei (denumită „formație pre-biologică”) și a cărei manta gelatinoasă, pe alocuri adâncă de câteva mile, ar fi cuprins întregul glob, astronomii și fizicienii afirmau că ea trebuie să fie o structură aflată într-un stadiu de organizare atât de înalt încât nu era exclus să întreacă în complexitate organismele pământene, de vreme ce putea influența în mod activ forma orbitei planetare.
",mod,0.3409090909090909
274,"Rapa Nui - Introducere

Imaginează-ți că, săptămâna viitoare, se organizează o conferință la biblioteca locală.",săptămâna,0.0
275,"Aprilie Spulberat - Capitolul al treilea

Nelăsând mâna soției dintr-a sa, Besian Vorps se dădu aproape de geam și încercă să se convingă că orășelul pe care-l părăsiseră cu o jumătate de oră în urmă, ultimul oraș la poalele masivului muntos din nord, dispăruse în cele din urmă din raza vederii.",părăsiseră,0.3636363636363636
276,În acea epocă trecea drept sigură teoria lui Gamow-Shapley privind imposibilitatea apariției vieții pe planetele stelelor duble.,planetele,0.2708333333333333
277,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.",spuseseră,0.1590909090909091
278,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",orientată,0.25
279,"Dacă ai urmărit blogul meu anul acesta, atunci ai aflat că populația de pe Rapa Nui a sculptat aceste moai cu sute de ani în urmă.",anul,0.025
280,"www.recenziiacademice.ro/Colaps
Recenzia volumului Colaps
Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",Colaps,0.5833333333333334
281,Urmărirea oculară este procesul de măsurare a punctului de privire – locul unde te uiți – și a mișcărilor ochilor între punctele fixe de privire.,măsurare,0.225
282,"El făcu un semn, apoi îi arătă cu mâna într-acolo, dar în direcția aceea ea nu zări nimic altceva decât o îmbulzeală de neguri.
",mâna,0.0681818181818181
283,"Acum parcurgeau un pripor lin, oarecum ciudat, nici câmp, nici munte, nici podiș.
Munții, propriu-zis, nu apăruseră încă, dar se simțea umbra lor amenințătoare și se părea că tocmai această umbră, deși respingea orice legătură între podiș și lumea munților, îl împiedica să fie clasificat drept câmpie.",legătură,0.3958333333333333
284,"De exemplu, poate ajuta la detectarea oboselii în timpul condusului sau poate sprijini aplicațiile pentru screening și instruire în domeniul medical.",detectarea,0.2272727272727272
285,"Astfel, datele înregistrate sunt o adevărată comoară de informații despre cum construim sensul și structurile gramaticale ale unui text.",sensul,0.2954545454545454
286,"Dar ca să nu întunecăm cu meșteșugire o stare limpede a faptelor, iată despre ce este vorba: nemărginita vechime a povestirii noastre izvorăște din aceea că se desfășoară înaintea unei anumite răsturnări și a unui anumit hotar care a tulburat adânc Viața și Conștiința...",răsturnări,0.5
287,"1,28 secunde lumină), sau aproximativ de 30 de ori diametrul Pământului.
",secunde,0.1818181818181818
288,"Ea a fixat pe orbitele ecuatoriale și polare un mare număr de sateliți automați de observație, a căror sarcină principală era să măsoare potențialele gravifice.",orbitele,0.4090909090909091
289,"A fost un mister până în anii 1990, când o echipă de arheologi și localnici din Rapa Nui au demonstrat că moai-i pot fi transportați și ridicați cu funii făcute din plante, cu ajutorul unor role și șenile de lemn construite din copacii masivi care în trecut creșteau în mare număr pe insulă.",anii,0.075
290,"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",Orbitele,0.5
291,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.
",dispăruseră,0.075
292,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",Urmau,0.25
293,"În numai câțiva ani însă, cercetătorii s-au convins că orbita planetei suferă modificări cu totul neașteptate, de parcă ar fi fost stabilă, la fel de stabilă ca și orbitele planetelor sistemului nostru solar.
",fel,0.25
294,Urmărirea oculară este procesul de măsurare a punctului de privire – locul unde te uiți – și a mișcărilor ochilor între punctele fixe de privire.,procesul,0.4
295,"Aceste urme de sol stâncos și pustiu, împrăștiate neregulat, se grupează în principal pe emisfera sudică.",grupează,0.2272727272727272
296,"Cel mai potrivit este să nu se întrebe dinainte cât timp se va scurge pe pământ, în vreme ce povestirea aceasta îl va ține în mrejele sale.",scurge,0.4090909090909091
297,"www.recenziiacademice.ro/Colaps
Recenzia volumului Colaps
Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",volumului,0.35
298,"Aria lor totală n-o atingea pe aceea a Europei, deși Solaris avea un diametru cu douăzeci la sută mai mare decât Pământul.",Aria,0.25
299,"La vreo patru ani după această descoperire, expediția lui Ottenskjold a dat ocol planetei, cercetând-o de pe astronava „Laokoon”.",expediția,0.2954545454545454
300,"www.blogulprofesoarei.ro/munca-de-teren/RapaNui
Blogul profesoarei
Postat pe 23 mai, 11:22
Mă uit pe fereastră de dimineață și văd peisajul pe care m-am deprins să-l îndrăgesc aici, pe Rapa Nui, care se mai numește și Insula Paștelui.",dimineață,0.025
301,"Pe deasupra s-ar putea ca această povestire a noastră să aparțină în alte privințe, și chiar prin natura ei intimă, mai mult sau mai puțin legendei.",natura,0.3181818181818182
302,"Dacă citești acest text, deja ne sprijini cauza, permițându-ne să colectăm și să analizăm mișcările ochilor tăi în timp ce citești și înțelegi limbajul.",cauza,0.25
303,"Datarea cu carbon a plasat rămășițele în urmă cu aproximativ 7.000 de ani, înainte ca agricultura să fi ajuns în Europa din Orientul Mijlociu.",ajuns,0.15
304,"Vechimea se potrivea cu artefactele antice descoperite la fața locului, inclusiv dinți de ren perforați, care erau șiruiți și agățați de hainele oamenilor.
",ren,0.25
305,"O altă cauză, care să explice comportarea lui Solaris, n-a fost găsită și, în plus, planetofizicienii au descoperit o relație între gravific măsurat local, care se modifica în funcție de „metabolismul” oceanic.",măsurat,0.4545454545454545
306,"Diamond scrie că oamenii de pe Rapa Nui au defrișat terenul, pentru a practica agricultură și în alte scopuri;",terenul,0.2
307,"Datarea cu carbon a plasat rămășițele în urmă cu aproximativ 7.000 de ani, înainte ca agricultura să fi ajuns în Europa din Orientul Mijlociu.",Datarea,0.55
308,"Câtva timp chestiunea a părut scandaloasă, de bizarul rezultat al observațiilor fiind acuzați (din grijă pentru binele științei) când anumiți oameni, când mașinile de calcul de care se serveau aceștia.
",acuzați,0.3409090909090909
309,"Pe deasupra s-ar putea ca această povestire a noastră să aparțină în alte privințe, și chiar prin natura ei intimă, mai mult sau mai puțin legendei.",privințe,0.4090909090909091
310,"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",timpul,0.2954545454545454
311,Misterul statuilor fusese dezlegat.,dezlegat,0.325
312,"Fără a ne teme că ne expunem învinuirii de-a fi exagerat de meticuloși, înclinăm dimpotrivă să credem că plăcut cu adevărat este numai ceea ce-i lucrat cu îngrijire.
",lucrat,0.3181818181818182
313,"Prin urmare, povestitorul nu va sfârși cât ai bate din palme istoria lui Hans.",palme,0.1590909090909091
314,"Dar, odată finalizat, acest set de date ne va permite să investigăm multe subiecte legate de psiholingvistică și lingvistică computațională.",psiholingvistică,0.675
315,"Lucrările expediției s-au încheiat după 18 luni, desfășurându-se cu succes, exceptând un nefericit accident provocat de funcționarea greșită a aparatelor.",accident,0.2272727272727272
316,"Astăzi, voi face o plimbare printre dealuri și îmi voi lua rămas bun de la statuile uriașe („moai”) pe care le-am studiat în ultimele nouă luni.",dealuri,0.2
317,"Datarea cu carbon a plasat rămășițele în urmă cu aproximativ 7.000 de ani, înainte ca agricultura să fi ajuns în Europa din Orientul Mijlociu.",carbon,0.3
318,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",fazelor,0.5227272727272727
319,"Acum parcurgeau un pripor lin, oarecum ciudat, nici câmp, nici munte, nici podiș.
Munții, propriu-zis, nu apăruseră încă, dar se simțea umbra lor amenințătoare și se părea că tocmai această umbră, deși respingea orice legătură între podiș și lumea munților, îl împiedica să fie clasificat drept câmpie.",pripor,0.9318181818181818
320,"Obiectivul este de a sprijini dezvoltarea unui corpus multilingv extins de urmărire oculară și de a permite cercetătorilor să colecteze date prin împărtășirea cunoștințelor între diverse domenii, inclusiv lingvistică, psihologie, logopedie și informatică.",cunoștințelor,0.25
321,"S-ar putea ca, pentru o poveste, faptul acesta să nu fie un neajuns, ci, mai curând, un avantaj; se cuvine doar ca povestirile să aparțină trecutului, întrucât, se poate spune, cu cât s-au petrecut într-o vreme mai îndepărtată, cu atât răspund mai precis exigențelor povestirii, și acest fapt este cu atât mai favorabil pentru povestitor, adică pentru evocatorul în șoaptă al timpului trecut.",neajuns,0.325
322,"Ea a fixat pe orbitele ecuatoriale și polare un mare număr de sateliți automați de observație, a căror sarcină principală era să măsoare potențialele gravifice.",sarcină,0.3958333333333333
323,"Solaris - Capitolul al doilea: Solaristicienii

Descoperirea lui Solaris avusese loc aproape cu o sută de ani înaintea nașterii mele.",Solaristicienii,0.9545454545454546
324,"Acum parcurgeau un pripor lin, oarecum ciudat, nici câmp, nici munte, nici podiș.
Munții, propriu-zis, nu apăruseră încă, dar se simțea umbra lor amenințătoare și se părea că tocmai această umbră, deși respingea orice legătură între podiș și lumea munților, îl împiedica să fie clasificat drept câmpie.",parcurgeau,0.3409090909090909
325,"La vreo patru ani după această descoperire, expediția lui Ottenskjold a dat ocol planetei, cercetând-o de pe astronava „Laokoon”.",astronava,0.7045454545454546
326,Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,proiectului,0.15
327,"Insula mai avea atunci doar câteva mii de locuitori, care se luptau să supraviețuiască.",locuitori,0.2272727272727272
328,"Sperăm să deschidem calea pentru avansarea cercetării în diverse subdomenii ale lingvisticii prin sprijinirea și conectarea unui grup mare de cercetători.
",Sperăm,0.175
329,"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",impactul,0.25
330,"Cel mai potrivit este să nu se întrebe dinainte cât timp se va scurge pe pământ, în vreme ce povestirea aceasta îl va ține în mrejele sale.",mrejele,0.8181818181818182
331,"La urma-urmei nu putem să-ți spunem decât: bravo ție!
",putem,0.0681818181818181
332,"De exemplu, poate ajuta la detectarea oboselii în timpul condusului sau poate sprijini aplicațiile pentru screening și instruire în domeniul medical.",oboselii,0.1818181818181818
333,"Dacă citești acest text, deja ne sprijini cauza, permițându-ne să colectăm și să analizăm mișcările ochilor tăi în timp ce citești și înțelegi limbajul.",sprijini,0.475
334,"Dacă ai urmărit blogul meu anul acesta, atunci ai aflat că populația de pe Rapa Nui a sculptat aceste moai cu sute de ani în urmă.",populația,0.225
335,Dispozitivul utilizat pentru a măsura pozițiile și mișcările ochilor se numește eye-tracker.,pozițiile,0.175
336,"Dar ca să nu întunecăm cu meșteșugire o stare limpede a faptelor, iată despre ce este vorba: nemărginita vechime a povestirii noastre izvorăște din aceea că se desfășoară înaintea unei anumite răsturnări și a unui anumit hotar care a tulburat adânc Viața și Conștiința...",întunecăm,0.6363636363636364
337,Sunt un pic tristă știind că e ultima mea săptămână pe insulă.,pic,0.25
338,"Pe baza analizelor efectuate, acesta a fost recunoscut drept un produs organic (nimeni nu îndrăznea pe atunci să-l considere ca fiind viu).",recunoscut,0.2045454545454545
339,"Atunci, Soarele a început să strălucească, și călătorul și-a dat imediat haina jos.",Soarele,0.0909090909090909
340,"Timp de peste patru decenii, de ea nu s-a apropiat nici o navă.",navă,0.4090909090909091
341,"Rapa Nui - Introducere

Imaginează-ți că, săptămâna viitoare, se organizează o conferință la biblioteca locală.",Rapa,0.875
342,"Autorul speculează că împuținarea resurselor naturale a condus la războaie civile și la colapsul societății de pe Rapa Nui.
",Autorul,0.175
343,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",locuri,0.075
344,"Aceste statui impresionante au fost tăiate într-o singură carieră, în partea estică a insulei.",insulei,0.175
345,"De ce urmărirea oculară în timpul citirii prezintă interes pentru proiectul nostru?
",citirii,0.15
346,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",voiaj,0.5
347,Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,colectării,0.225
348,"Nu-i vor fi suficiente nici cele șapte zile ale săptămânii, și nici șapte luni.",zile,0.0227272727272727
349,"Obiectivul este de a sprijini dezvoltarea unui corpus multilingv extins de urmărire oculară și de a permite cercetătorilor să colecteze date prin împărtășirea cunoștințelor între diverse domenii, inclusiv lingvistică, psihologie, logopedie și informatică.",corpus,0.875
350,"S-ar putea ca, pentru o poveste, faptul acesta să nu fie un neajuns, ci, mai curând, un avantaj; se cuvine doar ca povestirile să aparțină trecutului, întrucât, se poate spune, cu cât s-au petrecut într-o vreme mai îndepărtată, cu atât răspund mai precis exigențelor povestirii, și acest fapt este cu atât mai favorabil pentru povestitor, adică pentru evocatorul în șoaptă al timpului trecut.",spune,0.0454545454545454
351,"Lecția pe care ne-o dă această carte minunată, dar înfricoșătoare, este aceea că, în trecut, populațiile au ales să-și distrugă mediul, prin doborârea copacilor și vânătoare, până la extincția unor specii.",doborârea,0.475
352,"Dacă ai urmărit blogul meu anul acesta, atunci ai aflat că populația de pe Rapa Nui a sculptat aceste moai cu sute de ani în urmă.",moai,0.9
353,"Aceste statui impresionante au fost tăiate într-o singură carieră, în partea estică a insulei.",carieră,0.4
354,"După cum era de așteptat, nicăieri n-au fost găsite urme de viață ― nici pe uscat, nici în ocean.
",urme,0.2727272727272727
355,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",zile,0.0227272727272727
356,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.",prietenele,0.075
357,Obiectul conflictului era oceanul.,oceanul,0.0681818181818181
358,"A fost un mister până în anii 1990, când o echipă de arheologi și localnici din Rapa Nui au demonstrat că moai-i pot fi transportați și ridicați cu funii făcute din plante, cu ajutorul unor role și șenile de lemn construite din copacii masivi care în trecut creșteau în mare număr pe insulă.",ajutorul,0.175
359,"Dar se întâmplă cu ea ca și cu oamenii de astăzi și la urma urmelor și cu povestitorii: e cu mult mai bătrână decât vârsta lor, vechimea-i nu se poate măsura în zile, iar timpul care o apasă nu se măsoară cu revoluții în jurul soarelui; pe scurt, treapta sa de vechime nu timpului și-o datorează și, prin această observație, înțelegem să facem aluzie la dubla esență, îndoielnică și ciudată, a acestui tainic element.
",măsura,0.2727272727272727
360,"O astfel de colectare extinsă a datelor reprezintă o provocare în ceea ce privește dezvoltarea și convenirea asupra designului experimental, complexității și tipurilor de texte care urmează să fie citite de către participanți.",designului,0.4090909090909091
361,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",statuile,0.1
362,"Dar, odată finalizat, acest set de date ne va permite să investigăm multe subiecte legate de psiholingvistică și lingvistică computațională.",permite,0.2
363,Simți cum cele două cuvinte îi provoacă femeii o tresărire vizibilă și reacția ei îl încântă.,cuvinte,0.0681818181818181
364,"Lucrările expediției s-au încheiat după 18 luni, desfășurându-se cu succes, exceptând un nefericit accident provocat de funcționarea greșită a aparatelor.",provocat,0.3181818181818182
365,"Timp de mulți ani, arheologii nu au găsit o explicație despre cum au putut fi deplasate statuile.",statuile,0.175
366,"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",jocului,0.2954545454545454
367,"Acest lucru ar putea fi folosit pentru a construi sisteme mai bune de traducere automată sau pentru a îmbunătăți extragerea automată a cuvintelor cheie din text.
",îmbunătăți,0.25
368,"Aceste activități includ întâlniri ale grupurilor de lucru, școli de formare pentru a împărtăși abilități cu cercetătorii mai tineri și vizite științifice de cercetare.",abilități,0.35
369,„Vezi o mulțime de reconstituiri ale acestor oameni care vânează și culeg și care arată ca europenii moderni cu pielea deschisă la culoare.,reconstituiri,0.4772727272727273
370,"În timp ce citești aceste cuvinte, eye-tracker-ul urmărește mișcările ochilor tăi pe text.",ochilor,0.075
371,"Pe măsură ce creierul tău procesează conținutul textului, mișcările ochilor reflectă multe dintre procesele lingvistice și cognitive care au loc aproape în timp real.",textului,0.125
372,"Din pricina perturbațiilor produse prin necontenita distorsiune a orbitei planetare, germenii de viață, chiar dacă apar, sunt distruși de alternanța arșiței și a înghețului.",orbitei,0.3636363636363636
373,"Așadar, fizicienii, și nu biologii, au emis paradoxala expresie de „mașină plasmatică”, înțelegând prin aceasta un obiect care, deși, conform concepției noastre, poate fi considerat neînsuflețit, este totuși capabil să acționeze într- un scop vădit și la o scară ― e bine s-o subliniem ― astronomică.
",concepției,0.5
374,"Această expediție a avut un caracter provizoriu, de recunoaștere numai, cu atât mai mult cu cât nu era prevăzută pentru descindere.",recunoaștere,0.4545454545454545
375,"În numai câțiva ani însă, cercetătorii s-au convins că orbita planetei suferă modificări cu totul neașteptate, de parcă ar fi fost stabilă, la fel de stabilă ca și orbitele planetelor sistemului nostru solar.
",suferă,0.25
376,Echipa spaniolă a comparat apoi genomul vânătorului-culegător cu cel al europenilor moderni din diferite regiuni pentru a vedea cum ar putea fi înrudiți.,genomul,0.7045454545454546
377,"Așadar, fizicienii, și nu biologii, au emis paradoxala expresie de „mașină plasmatică”, înțelegând prin aceasta un obiect care, deși, conform concepției noastre, poate fi considerat neînsuflețit, este totuși capabil să acționeze într- un scop vădit și la o scară ― e bine s-o subliniem ― astronomică.
",mașină,0.25
378,"Timp de mulți ani, arheologii nu au găsit o explicație despre cum au putut fi deplasate statuile.",arheologii,0.45
379,"”
Echipa spaniolă și-a început munca după ce un grup de speologi a descoperit, în 2006, două schelete într-un sistem de peșteri complex și adânc situat în Munții Cantabrici, în nord-vestul Spaniei.",speologi,0.8
380,"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",evita,0.1818181818181818
381,"Acest sateloid, după ce a suferit trei reconstrucții, efectuate la intervale de zeci de ani, funcționează și acum.",intervale,0.25
382,"Această recenzie pentru Colaps este un punct de plecare valoros.
",Colaps,0.75
383,"Pe măsură ce creierul tău procesează conținutul textului, mișcările ochilor reflectă multe dintre procesele lingvistice și cognitive care au loc aproape în timp real.",procesează,0.35
384,"Muntele vrăjit - Expunere premergătoare

Povestea lui Hans Castorp, pe care avem intenția s-o istorisim, nu de dragul lui (căci lectorul va învăța a-l cunoaște ca pe un tânăr modest și deopotrivă de simpatic), ci de acela al întâmplării însăși care ni se pare demnă în cel mai înalt grad de a fi relatată (și în legătură cu aceasta este totuși potrivit să reamintim că e povestea sa și că un eveniment oarecare nu se întâmplă oricui): așadar, povestea aceasta s-a petrecut cu multă vreme în urmă, și este, ca să spunem așa, acoperită de patina istorică, astfel că e absolut necesar să fie prezentată sub înfățișarea trecutului celui mai îndepărtat.
",lectorul,0.3863636363636363
385,"Aceste modificări survin o dată la câteva milioane de ani, așadar la intervale extrem de scurte pentru fenomene de natură astronomică sau biologică (evoluția necesitând milioane, dacă nu chiar un miliard de ani).",fenomene,0.3863636363636363
386,"Aceste date pot fi apoi utilizate pentru a studia procesarea limbajului uman dintr-o perspectivă psiholingvistică, precum și pentru a îmbunătăți și evalua procesarea computațională a limbajului dintr-o perspectivă de învățare automată.
",îmbunătăți,0.25
387,Ea își puse iar mâna peste mâna lui și se lăsă pe spătarul canapelei.,mâna,0.0416666666666666
388,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",perioada,0.3269230769230769
389,"Vom relata-o în amănunțime, cu îngrijire și cu cea mai mare băgare de seamă, dar oare, în adevăr, plăcerea sau plictiseala ce ne-o provoacă au atârnat vreodată de spațiul și de timpul pe care le-au cerut cu stăruință?",timpul,0.1818181818181818
390,"Astfel, datele înregistrate sunt o adevărată comoară de informații despre cum construim sensul și structurile gramaticale ale unui text.",informații,0.25
391,"După cum spuneam, mă uit pe fereastră și zăresc ierburi, arbuști și unu-doi copăcei, nimic altceva care ar fi putut ajuta la deplasarea statuilor imense.",deplasarea,0.25
392,"Pe lângă impactul științific, artiștii ar putea fi nevoiți să își regândească reprezentările acestor oameni.",impactul,0.3125
393,"Astăzi, voi face o plimbare printre dealuri și îmi voi lua rămas bun de la statuile uriașe („moai”) pe care le-am studiat în ultimele nouă luni.",rămas,0.25
394,"Proiectul MultiplEYE

Numele „MultiplEYE” este un joc de cuvinte care combină „multilingvism” sau „limbi multiple” cu „eye” (ochi) din „eye-tracking” (urmărire oculară).",combină,0.1818181818181818
395,"Aceste date pot fi apoi utilizate pentru a studia procesarea limbajului uman dintr-o perspectivă psiholingvistică, precum și pentru a îmbunătăți și evalua procesarea computațională a limbajului dintr-o perspectivă de învățare automată.
",perspectivă,0.375
396,Simți cum cele două cuvinte îi provoacă femeii o tresărire vizibilă și reacția ei îl încântă.,reacția,0.2954545454545454
397,"Aceste urme de sol stâncos și pustiu, împrăștiate neregulat, se grupează în principal pe emisfera sudică.",sol,0.2272727272727272
398,"Solaris - Capitolul al doilea: Solaristicienii

Descoperirea lui Solaris avusese loc aproape cu o sută de ani înaintea nașterii mele.",ani,0.0
399,"Ierburile și arbuștii sunt verzi, cerul e albastru, iar bătrânii vulcani, acum stinși, se zăresc în depărtare.
",vulcani,0.225
400,"Vom relata-o în amănunțime, cu îngrijire și cu cea mai mare băgare de seamă, dar oare, în adevăr, plăcerea sau plictiseala ce ne-o provoacă au atârnat vreodată de spațiul și de timpul pe care le-au cerut cu stăruință?",stăruință,0.5909090909090909
401,"Când și când stropi minusculi de ploaie brumau ferestrele trăsurii.
„Stâncile Blestemate”, spuse el în șoaptă, șovăind, așa cum pronunți numele cuiva a cărui apariție ai așteptat-o îndelung.",numele,0.0681818181818181
402,"Această expediție a avut un caracter provizoriu, de recunoaștere numai, cu atât mai mult cu cât nu era prevăzută pentru descindere.",caracter,0.3636363636363636
